Apercu	A first view or glance, or the perception or estimation so obtained; an immediate apprehension or insight, appreciative rather than analytic.
Apercu	Hence, a brief or detached view; conspectus; sketch.
Aphotic	Without light.
Aphotic region	A depth of water so great that only those organisms can exist that do not assimilate.
Aphrasia	= Dumbness.
Aphrasia	A disorder of speech in which words can be uttered but not intelligibly joined together.
Apiology	The scientific or systematic study of honey bees.
Aplanogamete	A nonmotile gamete, found in certain lower algae.
Aplasia	Incomplete or faulty development.
Apneumatic	Devoid of air; free from air; as, an apneumatic lung; also, effected by or with exclusion of air; as, an apneumatic operation.
Apocalypse	One of a numerous class of writings proceeding from Jewish authors between 250  b. c. and 150 a. d., and designed to propagate the Jewish faith or to cheer the hearts of the Jewish people with the promise of deliverance and glory; or proceeding from Christian authors of the opening centuries and designed to portray the future.
Apochromatic	Free from chromatic and spherical aberration; -- said esp. of a lens in which rays of three or more colors are brought to the same focus, the degree of achromatism thus obtained being more complete than where two rays only are thus focused, as in the ordinary achromatic objective.
Apocodeine	An alkaloid, /, prepared from codeine. In its effects it resembles apomorphine.
Aposematic	Having or designating conspicuous or warning colors or structures indicative of special means of defense against enemies, as in the skunk.
Apostolic delegate	The diplomatic agent of the pope highest in grade, superior to a nuncio.
Appel	A tap or stamp of the foot as a warning of intent to attack; -- called also attack.
Appendectomy	Alt. of Appendicectomy
Appendicectomy	Excision of the vermiform appendix.
Appendix	The vermiform appendix.
Appendix vermiformis	The vermiform appendix.
Apposable	Capable of being apposed, or applied one to another, as the thumb to the fingers of the hand.
Approach	A stroke whose object is to land the ball on the putting green. It is made with an iron club.
Appui	The mutual bearing or support of the hand of the rider and the mouth of the horse through the bit and bridle.
Araba	A wagon or cart, usually heavy and without springs, and often covered.
Araroba	Goa powder.
Araroba	A fabaceous tree of Brazil (Centrolobium robustum) having handsomely striped wood; -- called also zebrawood.
Arcked	of Arc
Arcking	of Arc
Arc	To form a voltaic arc, as an electrical current in a broken or disconnected circuit.
Archibald wheel	A metal-hubbed wheel of great strength and elasticity, esp. adapted for artillery carriages and motor cars.
Archoplasm	The substance from which attraction spheres develop in mitotic cell division, and of which they consist.
Arc light	The light of an arc lamp.
Ardois system	A widely used system of electric night signals in which a series of double electric lamps (white and red) is arranged vertically on a mast, and operated from a keyboard below.
Arecoline	Alt. of -lin
-lin	An oily liquid substance, C8H13O2N, the chief alkaloid of the betel nut, to which the latter owes its anthelmintic action.
Arete	An acute and rugged crest of a mountain range or a subsidiary ridge between two mountain gorges.
Argentalium	A (patented) alloy of aluminium and silver, with a density of about 2.9.
Argentamine	Alt. of -min
-min	A solution of silver phosphate in an aqueous solution of ethylene diamine, used as an antiseptic astringent and as a disinfectant.
Argon	A colorless, odorless gas occurring in the air (of which it constitutes 0.93 per cent by volume), in volcanic gases, etc.; -- so named on account of its inertness by Rayleigh and Ramsay, who prepared and examined it in 1894-95. Symbol, A; at. wt., 39.9. Argon is condensible to a colorless liquid boiling at -186.1¡ C. and to a solid melting at -189.6¡ C. It has a characteristic spectrum. No compounds of it are known, but there is physical evidence that its molecule is monatomic. Weight of one liter at 0¡ C. and 760 mm., 1.7828 g.
Argonaut	One of those who went to California in search of gold shortly after it was discovered there in 1848.
Ariel	In the Cabala, a water spirit; in later folklore, a light and graceful spirit of the air.
Arillode	A false aril; an aril originating from the micropyle instead of from the funicle or chalaza of the ovule. The mace of the nutmeg is an arillode.
Aristotype	Orig., a printing-out process using paper coated with silver chloride in gelatin; now, any such process using silver salts in either collodion or gelatin; also, a print so made.
Arkose	A sandstone derived from the disintegration of granite or gneiss, and characterized by feldspar fragments.
Armature	That part of a dynamo or electric generator or of an electric motor in which a current is induced by a relatively moving magnetic field. The armature usually consists of a series of coils or groups of insulated conductors surrounding a core of iron.
Armored cruiser	A man-of-war carrying a large coal supply, and more or less protected from the enemy's shot by iron or steel armor. There is no distinct and accepted classification distinguishing armored and protected cruisers from each other, except that the first have more or heavier armor than the second.
Army organization	The system by which a country raises, classifies, arranges, and equips its armed land forces. The usual divisions are: (1) A regular or active army, in which soldiers serve continuously with the colors and live in barracks or cantonments when not in the field; (2) the reserves of this army, in which the soldiers, while remaining constantly subject to a call to the colors, live at their homes, being summoned more or less frequently to report for instruction, drill, or maneuvers; and (3) one or more classes of soldiers organized largely for territorial defense, living at home and having only occasional periods of drill and instraction, who are variously called home reserves (as in the table below), second, third, etc., line of defense (the regular army and its reserves ordinarily constituting the first line of defense), territorial forces, or the like. In countries where conscription prevails a soldier is supposed to serve a given number of years.  He is usually enrolled first in the regular army, then passes to its reserve, then into the home reserves, to serve until he reaches the age limit. It for any reason he is not enrolled in the regular army, he may begin his service in the army reserves or even the home reserves, but then serves the full number of years or up to the age limit. In equipment the organization of the army is into the three great arms of infantry, cavalry, and artillery, together with more or less numerous other branches, such as engineers, medical corps, etc., besides the staff organizations such as those of the pay and subsistence departments.
Arnaut	Alt. of Arnaout
Arnaout	An inhabitant of Albania and neighboring mountainous regions, specif. one serving as a soldier in the Turkish army.
Aroid	Any plant of the Arum family (Araceae).
Arolla	The stone pine (Pinus Cembra).
Arrh/	of Arrha
Arrha	Money or other valuable thing given to evidence a contract; a pledge or earnest.
Arteriosclerosis	Abnormal thickening and hardening of the walls of the arteries, esp. of the intima, occurring mostly in old age.
Arthrochondritis	Chondritis of a joint.
Arthrodesis	Surgical fixation of joints.
Arthropathy	Any disease of the joints.
Arthrospore	A bacterial resting cell, -- formerly considered a spore, but now known to occur even in endosporous bacteria.
